100.000000,4.000000,0.000000,1.000000,0.000000,9.300000
50.000000,3.000000,1.000000,0.000000,0.000000,4.800000
100.000000,4.000000,0.000000,1.000000,0.000000,8.900000
100.000000,2.000000,0.000000,0.000000,1.000000,6.500000
50.000000,2.000000,0.000000,0.000000,1.000000,4.200000
80.000000,2.000000,0.000000,1.000000,0.000000,6.200000
75.000000,3.000000,0.000000,1.000000,0.000000,7.400000
65.000000,4.000000,1.000000,0.000000,0.000000,6.000000
90.000000,3.000000,1.000000,0.000000,0.000000,7.600000
100.000000,4.000000,0.000000,1.000000,0.000000,9.300000
50.000000,3.000000,1.000000,0.000000,0.000000,4.800000
100.000000,4.000000,0.000000,1.000000,0.000000,8.900000
100.000000,2.000000,0.000000,0.000000,1.000000,6.500000
